year,state,state_po,county_name,county_fips,candidate,party,candidatevotes
2012,OHIO,OH,Columbiana,39029,MITT ROMNEY,REPUBLICAN,25251
2012,OHIO,OH,Coshocton,39031,MITT ROMNEY,REPUBLICAN,8390
2012,OHIO,OH,Crawford,39033,MITT ROMNEY,REPUBLICAN,11852
2012,OHIO,OH,Cuyahoga,39035,BARACK OBAMA,DEMOCRAT,447232
2012,OHIO,OH,Darke,39037,MITT ROMNEY,REPUBLICAN,18108
2012,OHIO,OH,Defiance,39039,MITT ROMNEY,REPUBLICAN,10176
2012,OHIO,OH,Delaware,39041,MITT ROMNEY,REPUBLICAN,60194
2012,OHIO,OH,Erie,39043,BARACK OBAMA,DEMOCRAT,21793
2012,OHIO,OH,Fairfield,39045,MITT ROMNEY,REPUBLICAN,41034
2012,OHIO,OH,Fayette,39047,MITT ROMNEY,REPUBLICAN,6620
2012,OHIO,OH,Franklin,39049,BARACK OBAMA,DEMOCRAT,346336
2012,OHIO,OH,Fulton,39051,MITT ROMNEY,REPUBLICAN,11738
2012,OHIO,OH,Gallia,39053,MITT ROMNEY,REPUBLICAN,7750
2012,OHIO,OH,Geauga,39055,MITT ROMNEY,REPUBLICAN,30589
2012,OHIO,OH,Greene,39057,MITT ROMNEY,REPUBLICAN,49819
2012,OHIO,OH,Guernsey,39059,MITT ROMNEY,REPUBLICAN,8993
2012,OHIO,OH,Hamilton,39061,BARACK OBAMA,DEMOCRAT,219927
2012,OHIO,OH,Hancock,39063,MITT ROMNEY,REPUBLICAN,22443
2012,OHIO,OH,Hardin,39065,MITT ROMNEY,REPUBLICAN,7489
2012,OHIO,OH,Harrison,39067,MITT ROMNEY,REPUBLICAN,4019
2012,OHIO,OH,Henry,39069,MITT ROMNEY,REPUBLICAN,8257
2012,OHIO,OH,Highland,39071,MITT ROMNEY,REPUBLICAN,11410
2012,OHIO,OH,Hocking,39073,MITT ROMNEY,REPUBLICAN,6285
2012,OHIO,OH,Holmes,39075,MITT ROMNEY,REPUBLICAN,8702
2012,OHIO,OH,Huron,39077,MITT ROMNEY,REPUBLICAN,13060
2012,OHIO,OH,Jackson,39079,MITT ROMNEY,REPUBLICAN,7904
2012,OHIO,OH,Jefferson,39081,MITT ROMNEY,REPUBLICAN,17034
2012,OHIO,OH,Knox,39083,MITT ROMNEY,REPUBLICAN,17266
2012,OHIO,OH,Lake,39085,MITT ROMNEY,REPUBLICAN,58744
2012,OHIO,OH,Lawrence,39087,MITT ROMNEY,REPUBLICAN,14651
2012,OHIO,OH,Licking,39089,MITT ROMNEY,REPUBLICAN,45503
2012,OHIO,OH,Logan,39091,MITT ROMNEY,REPUBLICAN,13633
2012,OHIO,OH,Lorain,39093,BARACK OBAMA,DEMOCRAT,81464
2012,OHIO,OH,Lucas,39095,BARACK OBAMA,DEMOCRAT,136616
2012,OHIO,OH,Madison,39097,MITT ROMNEY,REPUBLICAN,10342
2012,OHIO,OH,Mahoning,39099,BARACK OBAMA,DEMOCRAT,77059
2012,OHIO,OH,Marion,39101,MITT ROMNEY,REPUBLICAN,14265
2012,OHIO,OH,Medina,39103,MITT ROMNEY,REPUBLICAN,50418
2012,OHIO,OH,Meigs,39105,MITT ROMNEY,REPUBLICAN,5895
2012,OHIO,OH,Mercer,39107,MITT ROMNEY,REPUBLICAN,16561
2012,OHIO,OH,Miami,39109,MITT ROMNEY,REPUBLICAN,34606
2012,OHIO,OH,Monroe,39111,MITT ROMNEY,REPUBLICAN,3548
2012,OHIO,OH,Montgomery,39113,BARACK OBAMA,DEMOCRAT,137139
2012,OHIO,OH,Morgan,39115,MITT ROMNEY,REPUBLICAN,3179
2012,OHIO,OH,Morrow,39117,MITT ROMNEY,REPUBLICAN,9865
2012,OHIO,OH,Muskingum,39119,MITT ROMNEY,REPUBLICAN,19264
2012,OHIO,OH,Noble,39121,MITT ROMNEY,REPUBLICAN,3563
2012,OHIO,OH,Ottawa,39123,BARACK OBAMA,DEMOCRAT,11503
2012,OHIO,OH,Paulding,39125,MITT ROMNEY,REPUBLICAN,5354
2012,OHIO,OH,Perry,39127,MITT ROMNEY,REPUBLICAN,7627
2012,OHIO,OH,Pickaway,39129,MITT ROMNEY,REPUBLICAN,14037
2012,OHIO,OH,Pike,39131,MITT ROMNEY,REPUBLICAN,5685
2012,OHIO,OH,Portage,39133,BARACK OBAMA,DEMOCRAT,39453
2012,OHIO,OH,Preble,39135,MITT ROMNEY,REPUBLICAN,13535
2012,OHIO,OH,Putnam,39137,MITT ROMNEY,REPUBLICAN,13721
2012,OHIO,OH,Richland,39139,MITT ROMNEY,REPUBLICAN,33867
2012,OHIO,OH,Ross,39141,MITT ROMNEY,REPUBLICAN,15008
2012,OHIO,OH,Sandusky,39143,BARACK OBAMA,DEMOCRAT,14541
2012,OHIO,OH,Scioto,39145,MITT ROMNEY,REPUBLICAN,15492
2012,OHIO,OH,Seneca,39147,MITT ROMNEY,REPUBLICAN,13243
2012,OHIO,OH,Shelby,39149,MITT ROMNEY,REPUBLICAN,17142
2012,OHIO,OH,Stark,39151,BARACK OBAMA,DEMOCRAT,89432
2012,OHIO,OH,Summit,39153,BARACK OBAMA,DEMOCRAT,153037
2012,OHIO,OH,Trumbull,39155,BARACK OBAMA,DEMOCRAT,61672
2012,OHIO,OH,Tuscarawas,39157,MITT ROMNEY,REPUBLICAN,22242
2012,OHIO,OH,Union,39159,MITT ROMNEY,REPUBLICAN,16289
2012,OHIO,OH,Van Wert,39161,MITT ROMNEY,REPUBLICAN,9585
2012,OHIO,OH,Vinton,39163,MITT ROMNEY,REPUBLICAN,2856
2012,OHIO,OH,Warren,39165,MITT ROMNEY,REPUBLICAN,76561
2012,OHIO,OH,Washington,39167,MITT ROMNEY,REPUBLICAN,17284
2012,OHIO,OH,Wayne,39169,MITT ROMNEY,REPUBLICAN,30251
2012,OHIO,OH,Williams,39171,MITT ROMNEY,REPUBLICAN,10047
2012,OHIO,OH,Wood,39173,BARACK OBAMA,DEMOCRAT,32802
2012,OHIO,OH,Wyandot,39175,MITT ROMNEY,REPUBLICAN,6180
2012,OKLAHOMA,OK,Adair,40001,MITT ROMNEY,REPUBLICAN,4381
2012,OKLAHOMA,OK,Alfalfa,40003,MITT ROMNEY,REPUBLICAN,1761
2012,OKLAHOMA,OK,Atoka,40005,MITT ROMNEY,REPUBLICAN,3538
2012,OKLAHOMA,OK,Beaver,40007,MITT ROMNEY,REPUBLICAN,2062
2012,OKLAHOMA,OK,Beckham,40009,MITT ROMNEY,REPUBLICAN,5508
2012,OKLAHOMA,OK,Blaine,40011,MITT ROMNEY,REPUBLICAN,2824
2012,OKLAHOMA,OK,Bryan,40013,MITT ROMNEY,REPUBLICAN,9520
2012,OKLAHOMA,OK,Caddo,40015,MITT ROMNEY,REPUBLICAN,5687
2012,OKLAHOMA,OK,Canadian,40017,MITT ROMNEY,REPUBLICAN,35625
2012,OKLAHOMA,OK,Carter,40019,MITT ROMNEY,REPUBLICAN,12214
2012,OKLAHOMA,OK,Cherokee,40021,MITT ROMNEY,REPUBLICAN,8162
2012,OKLAHOMA,OK,Choctaw,40023,MITT ROMNEY,REPUBLICAN,3572
2012,OKLAHOMA,OK,Cimarron,40025,MITT ROMNEY,REPUBLICAN,1082
2012,OKLAHOMA,OK,Cleveland,40027,MITT ROMNEY,REPUBLICAN,59116
2012,OKLAHOMA,OK,Coal,40029,MITT ROMNEY,REPUBLICAN,1710
2012,OKLAHOMA,OK,Comanche,40031,MITT ROMNEY,REPUBLICAN,17664
2012,OKLAHOMA,OK,Cotton,40033,MITT ROMNEY,REPUBLICAN,1796
2012,OKLAHOMA,OK,Craig,40035,MITT ROMNEY,REPUBLICAN,3559
2012,OKLAHOMA,OK,Creek,40037,MITT ROMNEY,REPUBLICAN,18986
2012,OKLAHOMA,OK,Custer,40039,MITT ROMNEY,REPUBLICAN,7446
2012,OKLAHOMA,OK,Delaware,40041,MITT ROMNEY,REPUBLICAN,10080
2012,OKLAHOMA,OK,Dewey,40043,MITT ROMNEY,REPUBLICAN,1792
2012,OKLAHOMA,OK,Ellis,40045,MITT ROMNEY,REPUBLICAN,1575
2012,OKLAHOMA,OK,Garfield,40047,MITT ROMNEY,REPUBLICAN,15177
2012,OKLAHOMA,OK,Garvin,40049,MITT ROMNEY,REPUBLICAN,6925
2012,OKLAHOMA,OK,Grady,40051,MITT ROMNEY,REPUBLICAN,14833
2012,OKLAHOMA,OK,Grant,40053,MITT ROMNEY,REPUBLICAN,1675
2012,OKLAHOMA,OK,Greer,40055,MITT ROMNEY,REPUBLICAN,1344
2012,OKLAHOMA,OK,Harmon,40057,MITT ROMNEY,REPUBLICAN,659
2012,OKLAHOMA,OK,Harper,40059,MITT ROMNEY,REPUBLICAN,1261
2012,OKLAHOMA,OK,Haskell,40061,MITT ROMNEY,REPUBLICAN,3069
2012,OKLAHOMA,OK,Hughes,40063,MITT ROMNEY,REPUBLICAN,2838
2012,OKLAHOMA,OK,Jackson,40065,MITT ROMNEY,REPUBLICAN,5965
2012,OKLAHOMA,OK,Jefferson,40067,MITT ROMNEY,REPUBLICAN,1634
2012,OKLAHOMA,OK,Johnston,40069,MITT ROMNEY,REPUBLICAN,2649
2012,OKLAHOMA,OK,Kay,40071,MITT ROMNEY,REPUBLICAN,11499
2012,OKLAHOMA,OK,Kingfisher,40073,MITT ROMNEY,REPUBLICAN,4870
2012,OKLAHOMA,OK,Kiowa,40075,MITT ROMNEY,REPUBLICAN,2316
2012,OKLAHOMA,OK,Latimer,40077,MITT ROMNEY,REPUBLICAN,2628
2012,OKLAHOMA,OK,Le Flore,40079,MITT ROMNEY,REPUBLICAN,11177
2012,OKLAHOMA,OK,Lincoln,40081,MITT ROMNEY,REPUBLICAN,9553
2012,OKLAHOMA,OK,Logan,40083,MITT ROMNEY,REPUBLICAN,12314
2012,OKLAHOMA,OK,Love,40085,MITT ROMNEY,REPUBLICAN,2436
2012,OKLAHOMA,OK,Mcclain,40087,MITT ROMNEY,REPUBLICAN,11112
2012,OKLAHOMA,OK,Mccurtain,40089,MITT ROMNEY,REPUBLICAN,7635
2012,OKLAHOMA,OK,Mcintosh,40091,MITT ROMNEY,REPUBLICAN,4509
2012,OKLAHOMA,OK,Major,40093,MITT ROMNEY,REPUBLICAN,2700
2012,OKLAHOMA,OK,Marshall,40095,MITT ROMNEY,REPUBLICAN,3744
2012,OKLAHOMA,OK,Mayes,40097,MITT ROMNEY,REPUBLICAN,9637
2012,OKLAHOMA,OK,Murray,40099,MITT ROMNEY,REPUBLICAN,3606
2012,OKLAHOMA,OK,Muskogee,40101,MITT ROMNEY,REPUBLICAN,13404
2012,OKLAHOMA,OK,Noble,40103,MITT ROMNEY,REPUBLICAN,3488
2012,OKLAHOMA,OK,Nowata,40105,MITT ROMNEY,REPUBLICAN,2832
2012,OKLAHOMA,OK,Okfuskee,40107,MITT ROMNEY,REPUBLICAN,2335
2012,OKLAHOMA,OK,Oklahoma,40109,MITT ROMNEY,REPUBLICAN,149728
2012,OKLAHOMA,OK,Okmulgee,40111,MITT ROMNEY,REPUBLICAN,7731
2012,OKLAHOMA,OK,Osage,40113,MITT ROMNEY,REPUBLICAN,11242
2012,OKLAHOMA,OK,Ottawa,40115,MITT ROMNEY,REPUBLICAN,6466
2012,OKLAHOMA,OK,Pawnee,40117,MITT ROMNEY,REPUBLICAN,4232
2012,OKLAHOMA,OK,Payne,40119,MITT ROMNEY,REPUBLICAN,16481
2012,OKLAHOMA,OK,Pittsburg,40121,MITT ROMNEY,REPUBLICAN,10841
2012,OKLAHOMA,OK,Pontotoc,40123,MITT ROMNEY,REPUBLICAN,8945
2012,OKLAHOMA,OK,Pottawatomie,40125,MITT ROMNEY,REPUBLICAN,16250
2012,OKLAHOMA,OK,Pushmataha,40127,MITT ROMNEY,REPUBLICAN,3087
2012,OKLAHOMA,OK,Roger Mills,40129,MITT ROMNEY,REPUBLICAN,1402
2012,OKLAHOMA,OK,Rogers,40131,MITT ROMNEY,REPUBLICAN,27553
2012,OKLAHOMA,OK,Seminole,40133,MITT ROMNEY,REPUBLICAN,4856
2012,OKLAHOMA,OK,Sequoyah,40135,MITT ROMNEY,REPUBLICAN,9578
2012,OKLAHOMA,OK,Stephens,40137,MITT ROMNEY,REPUBLICAN,12908
2012,OKLAHOMA,OK,Texas,40139,MITT ROMNEY,REPUBLICAN,4930
2012,OKLAHOMA,OK,Tillman,40141,MITT ROMNEY,REPUBLICAN,1815
2012,OKLAHOMA,OK,Tulsa,40143,MITT ROMNEY,REPUBLICAN,145062
2012,OKLAHOMA,OK,Wagoner,40145,MITT ROMNEY,REPUBLICAN,20900
2012,OKLAHOMA,OK,Washington,40147,MITT ROMNEY,REPUBLICAN,15668
2012,OKLAHOMA,OK,Washita,40149,MITT ROMNEY,REPUBLICAN,3494
2012,OKLAHOMA,OK,Woods,40151,MITT ROMNEY,REPUBLICAN,2727
2012,OKLAHOMA,OK,Woodward,40153,MITT ROMNEY,REPUBLICAN,5945
2012,OREGON,OR,Baker,41001,MITT ROMNEY,REPUBLICAN,5702
2012,OREGON,OR,Benton,41003,BARACK OBAMA,DEMOCRAT,27776
2012,OREGON,OR,Clackamas,41005,BARACK OBAMA,DEMOCRAT,95493
2012,OREGON,OR,Clatsop,41007,BARACK OBAMA,DEMOCRAT,9861
2012,OREGON,OR,Columbia,41009,BARACK OBAMA,DEMOCRAT,12004
2012,OREGON,OR,Coos,41011,MITT ROMNEY,REPUBLICAN,14673
2012,OREGON,OR,Crook,41013,MITT ROMNEY,REPUBLICAN,6790
2012,OREGON,OR,Curry,41015,MITT ROMNEY,REPUBLICAN,6598
2012,OREGON,OR,Deschutes,41017,MITT ROMNEY,REPUBLICAN,42463
2012,OREGON,OR,Douglas,41019,MITT ROMNEY,REPUBLICAN,30776
2012,OREGON,OR,Gilliam,41021,MITT ROMNEY,REPUBLICAN,639
2012,OREGON,OR,Grant,41023,MITT ROMNEY,REPUBLICAN,2926
2012,OREGON,OR,Harney,41025,MITT ROMNEY,REPUBLICAN,2607
2012,OREGON,OR,Hood River,41027,BARACK OBAMA,DEMOCRAT,6058
2012,OREGON,OR,Jackson,41029,MITT ROMNEY,REPUBLICAN,49020
2012,OREGON,OR,Jefferson,41031,MITT ROMNEY,REPUBLICAN,4642
2012,OREGON,OR,Josephine,41033,MITT ROMNEY,REPUBLICAN,23673
2012,OREGON,OR,Klamath,41035,MITT ROMNEY,REPUBLICAN,18898
2012,OREGON,OR,Lake,41037,MITT ROMNEY,REPUBLICAN,2808
2012,OREGON,OR,Lane,41039,BARACK OBAMA,DEMOCRAT,102652
2012,OREGON,OR,Lincoln,41041,BARACK OBAMA,DEMOCRAT,13401
2012,OREGON,OR,Linn,41043,MITT ROMNEY,REPUBLICAN,28944
2012,OREGON,OR,Malheur,41045,MITT ROMNEY,REPUBLICAN,6851
2012,OREGON,OR,Marion,41047,MITT ROMNEY,REPUBLICAN,60190
2012,OREGON,OR,Morrow,41049,MITT ROMNEY,REPUBLICAN,2532
2012,OREGON,OR,Multnomah,41051,BARACK OBAMA,DEMOCRAT,274887
2012,OREGON,OR,Polk,41053,MITT ROMNEY,REPUBLICAN,17819
2012,OREGON,OR,Sherman,41055,MITT ROMNEY,REPUBLICAN,678
2012,OREGON,OR,Tillamook,41057,BARACK OBAMA,DEMOCRAT,6293
2012,OREGON,OR,Umatilla,41059,MITT ROMNEY,REPUBLICAN,15499
2012,OREGON,OR,Union,41061,MITT ROMNEY,REPUBLICAN,7636
2012,OREGON,OR,Wallowa,41063,MITT ROMNEY,REPUBLICAN,2804
2012,OREGON,OR,Wasco,41065,MITT ROMNEY,REPUBLICAN,5229
2012,OREGON,OR,Washington,41067,BARACK OBAMA,DEMOCRAT,135291
2012,OREGON,OR,Wheeler,41069,MITT ROMNEY,REPUBLICAN,545
2012,OREGON,OR,Yamhill,41071,MITT ROMNEY,REPUBLICAN,22045
2012,PENNSYLVANIA,PA,Adams,42001,MITT ROMNEY,REPUBLICAN,26767
2012,PENNSYLVANIA,PA,Allegheny,42003,BARACK OBAMA,DEMOCRAT,352687
2012,PENNSYLVANIA,PA,Armstrong,42005,MITT ROMNEY,REPUBLICAN,20142
2012,PENNSYLVANIA,PA,Beaver,42007,MITT ROMNEY,REPUBLICAN,42344
2012,PENNSYLVANIA,PA,Bedford,42009,MITT ROMNEY,REPUBLICAN,16702
2012,PENNSYLVANIA,PA,Berks,42011,MITT ROMNEY,REPUBLICAN,84702
2012,PENNSYLVANIA,PA,Blair,42013,MITT ROMNEY,REPUBLICAN,33319
2012,PENNSYLVANIA,PA,Bradford,42015,MITT ROMNEY,REPUBLICAN,14410
2012,PENNSYLVANIA,PA,Bucks,42017,BARACK OBAMA,DEMOCRAT,160521
2012,PENNSYLVANIA,PA,Butler,42019,MITT ROMNEY,REPUBLICAN,59761
2012,PENNSYLVANIA,PA,Cambria,42021,MITT ROMNEY,REPUBLICAN,35163
2012,PENNSYLVANIA,PA,Cameron,42023,MITT ROMNEY,REPUBLICAN,1359
2012,PENNSYLVANIA,PA,Carbon,42025,MITT ROMNEY,REPUBLICAN,13504
2012,PENNSYLVANIA,PA,Centre,42027,BARACK OBAMA,DEMOCRAT,34176
2012,PENNSYLVANIA,PA,Chester,42029,MITT ROMNEY,REPUBLICAN,124840
2012,PENNSYLVANIA,PA,Clarion,42031,MITT ROMNEY,REPUBLICAN,10828
2012,PENNSYLVANIA,PA,Clearfield,42033,MITT ROMNEY,REPUBLICAN,20347
2012,PENNSYLVANIA,PA,Clinton,42035,MITT ROMNEY,REPUBLICAN,7303
2012,PENNSYLVANIA,PA,Columbia,42037,MITT ROMNEY,REPUBLICAN,14236
2012,PENNSYLVANIA,PA,Crawford,42039,MITT ROMNEY,REPUBLICAN,20901
2012,PENNSYLVANIA,PA,Cumberland,42041,MITT ROMNEY,REPUBLICAN,64809
2012,PENNSYLVANIA,PA,Dauphin,42043,BARACK OBAMA,DEMOCRAT,64965
2012,PENNSYLVANIA,PA,Delaware,42045,BARACK OBAMA,DEMOCRAT,171792
2012,PENNSYLVANIA,PA,Elk,42047,MITT ROMNEY,REPUBLICAN,7579
2012,PENNSYLVANIA,PA,Erie,42049,BARACK OBAMA,DEMOCRAT,68036
2012,PENNSYLVANIA,PA,Fayette,42051,MITT ROMNEY,REPUBLICAN,26018
2012,PENNSYLVANIA,PA,Forest,42053,MITT ROMNEY,REPUBLICAN,1383
2012,PENNSYLVANIA,PA,Franklin,42055,MITT ROMNEY,REPUBLICAN,43260
2012,PENNSYLVANIA,PA,Fulton,42057,MITT ROMNEY,REPUBLICAN,4814
2012,PENNSYLVANIA,PA,Greene,42059,MITT ROMNEY,REPUBLICAN,8428
2012,PENNSYLVANIA,PA,Huntingdon,42061,MITT ROMNEY,REPUBLICAN,11979
2012,PENNSYLVANIA,PA,Indiana,42063,MITT ROMNEY,REPUBLICAN,21257
2012,PENNSYLVANIA,PA,Jefferson,42065,MITT ROMNEY,REPUBLICAN,13048
2012,PENNSYLVANIA,PA,Juniata,42067,MITT ROMNEY,REPUBLICAN,6862
2012,PENNSYLVANIA,PA,Lackawanna,42069,BARACK OBAMA,DEMOCRAT,61838
2012,PENNSYLVANIA,PA,Lancaster,42071,MITT ROMNEY,REPUBLICAN,130669
2012,PENNSYLVANIA,PA,Lawrence,42073,MITT ROMNEY,REPUBLICAN,21047
2012,PENNSYLVANIA,PA,Lebanon,42075,MITT ROMNEY,REPUBLICAN,35872
2012,PENNSYLVANIA,PA,Lehigh,42077,BARACK OBAMA,DEMOCRAT,78283
2012,PENNSYLVANIA,PA,Luzerne,42079,BARACK OBAMA,DEMOCRAT,64307
2012,PENNSYLVANIA,PA,Lycoming,42081,MITT ROMNEY,REPUBLICAN,30658
2012,PENNSYLVANIA,PA,Mckean,42083,MITT ROMNEY,REPUBLICAN,9545
2012,PENNSYLVANIA,PA,Mercer,42085,MITT ROMNEY,REPUBLICAN,25925
2012,PENNSYLVANIA,PA,Mifflin,42087,MITT ROMNEY,REPUBLICAN,11939
2012,PENNSYLVANIA,PA,Monroe,42089,BARACK OBAMA,DEMOCRAT,35221
2012,PENNSYLVANIA,PA,Montgomery,42091,BARACK OBAMA,DEMOCRAT,233356
2012,PENNSYLVANIA,PA,Montour,42093,MITT ROMNEY,REPUBLICAN,4652
2012,PENNSYLVANIA,PA,Northampton,42095,BARACK OBAMA,DEMOCRAT,67606
2012,PENNSYLVANIA,PA,Northumberland,42097,MITT ROMNEY,REPUBLICAN,19518
2012,PENNSYLVANIA,PA,Perry,42099,MITT ROMNEY,REPUBLICAN,13120
2012,PENNSYLVANIA,PA,Philadelphia,42101,BARACK OBAMA,DEMOCRAT,588806
2012,PENNSYLVANIA,PA,Pike,42103,MITT ROMNEY,REPUBLICAN,12786
2012,PENNSYLVANIA,PA,Potter,42105,MITT ROMNEY,REPUBLICAN,5231
2012,PENNSYLVANIA,PA,Schuylkill,42107,MITT ROMNEY,REPUBLICAN,32278
2012,PENNSYLVANIA,PA,Snyder,42109,MITT ROMNEY,REPUBLICAN,10073
2012,PENNSYLVANIA,PA,Somerset,42111,MITT ROMNEY,REPUBLICAN,23984
2012,PENNSYLVANIA,PA,Sullivan,42113,MITT ROMNEY,REPUBLICAN,1868
2012,PENNSYLVANIA,PA,Susquehanna,42115,MITT ROMNEY,REPUBLICAN,10800
2012,PENNSYLVANIA,PA,Tioga,42117,MITT ROMNEY,REPUBLICAN,11342
2012,PENNSYLVANIA,PA,Union,42119,MITT ROMNEY,REPUBLICAN,9896
2012,PENNSYLVANIA,PA,Venango,42121,MITT ROMNEY,REPUBLICAN,13815
2012,PENNSYLVANIA,PA,Warren,42123,MITT ROMNEY,REPUBLICAN,10010
2012,PENNSYLVANIA,PA,Washington,42125,MITT ROMNEY,REPUBLICAN,53230
2012,PENNSYLVANIA,PA,Wayne,42127,MITT ROMNEY,REPUBLICAN,12896
2012,PENNSYLVANIA,PA,Westmoreland,42129,MITT ROMNEY,REPUBLICAN,103932
2012,PENNSYLVANIA,PA,Wyoming,42131,MITT ROMNEY,REPUBLICAN,6587
2012,PENNSYLVANIA,PA,York,42133,MITT ROMNEY,REPUBLICAN,113304
2012,RHODE ISLAND,RI,Bristol,44001,BARACK OBAMA,DEMOCRAT,14974
2012,RHODE ISLAND,RI,Kent,44003,BARACK OBAMA,DEMOCRAT,45564
2012,RHODE ISLAND,RI,Newport,44005,BARACK OBAMA,DEMOCRAT,23463
2012,RHODE ISLAND,RI,Providence,44007,BARACK OBAMA,DEMOCRAT,159520
2012,RHODE ISLAND,RI,Washington,44009,BARACK OBAMA,DEMOCRAT,35888
2012,SOUTH CAROLINA,SC,Abbeville,45001,MITT ROMNEY,REPUBLICAN,5981
2012,SOUTH CAROLINA,SC,Aiken,45003,MITT ROMNEY,REPUBLICAN,44042
2012,SOUTH CAROLINA,SC,Allendale,45005,BARACK OBAMA,DEMOCRAT,3297
2012,SOUTH CAROLINA,SC,Anderson,45007,MITT ROMNEY,REPUBLICAN,48709
2012,SOUTH CAROLINA,SC,Bamberg,45009,BARACK OBAMA,DEMOCRAT,4624
2012,SOUTH CAROLINA,SC,Barnwell,45011,BARACK OBAMA,DEMOCRAT,5188
2012,SOUTH CAROLINA,SC,Beaufort,45013,MITT ROMNEY,REPUBLICAN,42687
2012,SOUTH CAROLINA,SC,Berkeley,45015,MITT ROMNEY,REPUBLICAN,38475
2012,SOUTH CAROLINA,SC,Calhoun,45017,BARACK OBAMA,DEMOCRAT,4045
2012,SOUTH CAROLINA,SC,Charleston,45019,BARACK OBAMA,DEMOCRAT,81487
2012,SOUTH CAROLINA,SC,Cherokee,45021,MITT ROMNEY,REPUBLICAN,13314
2012,SOUTH CAROLINA,SC,Chester,45023,BARACK OBAMA,DEMOCRAT,7891
2012,SOUTH CAROLINA,SC,Chesterfield,45025,MITT ROMNEY,REPUBLICAN,8490
2012,SOUTH CAROLINA,SC,Clarendon,45027,BARACK OBAMA,DEMOCRAT,9091
2012,SOUTH CAROLINA,SC,Colleton,45029,BARACK OBAMA,DEMOCRAT,8475
2012,SOUTH CAROLINA,SC,Darlington,45031,BARACK OBAMA,DEMOCRAT,15457
2012,SOUTH CAROLINA,SC,Dillon,45033,BARACK OBAMA,DEMOCRAT,7523
2012,SOUTH CAROLINA,SC,Dorchester,45035,MITT ROMNEY,REPUBLICAN,32531
2012,SOUTH CAROLINA,SC,Edgefield,45037,MITT ROMNEY,REPUBLICAN,6512
2012,SOUTH CAROLINA,SC,Fairfield,45039,BARACK OBAMA,DEMOCRAT,7777
2012,SOUTH CAROLINA,SC,Florence,45041,MITT ROMNEY,REPUBLICAN,28961
2012,SOUTH CAROLINA,SC,Georgetown,45043,MITT ROMNEY,REPUBLICAN,16526
2012,SOUTH CAROLINA,SC,Greenville,45045,MITT ROMNEY,REPUBLICAN,121685
2012,SOUTH CAROLINA,SC,Greenwood,45047,MITT ROMNEY,REPUBLICAN,16348
2012,SOUTH CAROLINA,SC,Hampton,45049,BARACK OBAMA,DEMOCRAT,5834
2012,SOUTH CAROLINA,SC,Horry,45051,MITT ROMNEY,REPUBLICAN,72127
2012,SOUTH CAROLINA,SC,Jasper,45053,BARACK OBAMA,DEMOCRAT,5757
2012,SOUTH CAROLINA,SC,Kershaw,45055,MITT ROMNEY,REPUBLICAN,16324
2012,SOUTH CAROLINA,SC,Lancaster,45057,MITT ROMNEY,REPUBLICAN,19333
2012,SOUTH CAROLINA,SC,Laurens,45059,MITT ROMNEY,REPUBLICAN,14746
2012,SOUTH CAROLINA,SC,Lee,45061,BARACK OBAMA,DEMOCRAT,5977
2012,SOUTH CAROLINA,SC,Lexington,45063,MITT ROMNEY,REPUBLICAN,76662
2012,SOUTH CAROLINA,SC,Mccormick,45065,BARACK OBAMA,DEMOCRAT,2653
2012,SOUTH CAROLINA,SC,Marion,45067,BARACK OBAMA,DEMOCRAT,9688
2012,SOUTH CAROLINA,SC,Marlboro,45069,BARACK OBAMA,DEMOCRAT,6100
2012,SOUTH CAROLINA,SC,Newberry,45071,MITT ROMNEY,REPUBLICAN,9260
2012,SOUTH CAROLINA,SC,Oconee,45073,MITT ROMNEY,REPUBLICAN,21611
2012,SOUTH CAROLINA,SC,Orangeburg,45075,BARACK OBAMA,DEMOCRAT,30720
2012,SOUTH CAROLINA,SC,Pickens,45077,MITT ROMNEY,REPUBLICAN,33474
2012,SOUTH CAROLINA,SC,Richland,45079,BARACK OBAMA,DEMOCRAT,103989
2012,SOUTH CAROLINA,SC,Saluda,45081,MITT ROMNEY,REPUBLICAN,5135
2012,SOUTH CAROLINA,SC,Spartanburg,45083,MITT ROMNEY,REPUBLICAN,66969
2012,SOUTH CAROLINA,SC,Sumter,45085,BARACK OBAMA,DEMOCRAT,27589
2012,SOUTH CAROLINA,SC,Union,45087,MITT ROMNEY,REPUBLICAN,6584
2012,SOUTH CAROLINA,SC,Williamsburg,45089,BARACK OBAMA,DEMOCRAT,11335
2012,SOUTH CAROLINA,SC,York,45091,MITT ROMNEY,REPUBLICAN,59546
2012,SOUTH DAKOTA,SD,Aurora,46003,MITT ROMNEY,REPUBLICAN,804
2012,SOUTH DAKOTA,SD,Beadle,46005,MITT ROMNEY,REPUBLICAN,4230
2012,SOUTH DAKOTA,SD,Bennett,46007,MITT ROMNEY,REPUBLICAN,626
2012,SOUTH DAKOTA,SD,Bon Homme,46009,MITT ROMNEY,REPUBLICAN,1830
2012,SOUTH DAKOTA,SD,Brookings,46011,MITT ROMNEY,REPUBLICAN,6220
2012,SOUTH DAKOTA,SD,Brown,46013,MITT ROMNEY,REPUBLICAN,8321
2012,SOUTH DAKOTA,SD,Brule,46015,MITT ROMNEY,REPUBLICAN,1499
2012,SOUTH DAKOTA,SD,Buffalo,46017,BARACK OBAMA,DEMOCRAT,472
